Date,Description,Amount,Type,Category
"04-21-2026","THE ROBE GALLERY MONSEY NY                   04/19",6.00,"expense","Random"
"04-21-2026","NEWDAY 845-414-3000 NY                       04/20",167.71,"expense","Random"
"04-21-2026","EVERGREEN KOSHER MARKET MONSEY NY            04/19",10.28,"expense","Grocery"
"04-21-2026","EVERGREEN KOSHER MARKET MONSEY NY            04/19",6.58,"expense","Grocery"
"04-20-2026","BKAMERICA        IC PAYMENT                 PPD ID: 1409936115",1067.49,"expense","Random"
"04-20-2026","Zelle payment to Mommy 28893686448",139.40,"expense","Charity"
"04-20-2026","TARGET.COM  * WWW.TARGET.CO MN               04/19",6.51,"expense","Amazon & Target"
"04-20-2026","HATZLACHA GROCERY SPRING VALLEY NY           04/17",11.66,"expense","Grocery"
"04-20-2026","HATZLACHA GROCERY SPRING VALLEY NY           04/17",42.61,"expense","Grocery"
"04-20-2026","CPP*CAMP CHEVRA OF RO 845-300-2510 NY        04/17",1184.50,"expense","Camp"
"04-20-2026","MERKAZ SEFORIM 845-352-7792 NY               04/17",320.00,"expense","Random"
"04-20-2026","KAYX 845-352-1222 NY                         04/17",86.00,"expense","Random"
"04-20-2026","TARGET.COM  * 800-591-3869 MN                04/17",10.44,"expense","Amazon & Target"
"04-20-2026","AMAZON MKTPL*BS0NB6V Amzn.com/bill WA        04/17",66.32,"expense","Amazon & Target"
"04-20-2026","EVERGREEN UPTOWN POMONA NY                   04/16",408.57,"expense","Random"
"04-20-2026","NEWDAY 845-414-3000 NY                       04/18",318.11,"expense","Random"
"04-17-2026","TARGET.COM WWW.TARGET.CO MN                  04/17",41.34,"expense","Amazon & Target"
"04-17-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"04-17-2026","AMAZON PRIME*B70FV8H amzn.com/bill WA        04/17",4.99,"expense","Amazon & Target"
"04-17-2026","Amazon.com*BS0AE6002 Amzn.com/bill WA        04/16",25.91,"expense","Amazon & Target"
"04-17-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        04/16",3.00,"expense","Charity"
"04-17-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        04/16",5.00,"expense","Charity"
"04-17-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        04/16",5.00,"expense","Charity"
"04-17-2026","AMAZON MKTPL*BS2NH5A Amzn.com/bill WA        04/16",223.25,"expense","Amazon & Target"
"04-17-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        04/16",100.00,"expense","Charity"
"04-16-2026","OPTIMUM 7873     CABLE PMNT                 PPD ID: 9078730001",157.00,"expense","Utilities"
"04-16-2026","TOIREM.ORG CHARITY 845-2864736 NY            04/15",100.00,"expense","Charity"
"04-16-2026","Amazon.com*B74NO6XN0 Amzn.com/bill WA        04/16",4.56,"expense","Amazon & Target"
"04-16-2026","Amazon.com*BS26D8J32 Amzn.com/bill WA        04/16",11.74,"expense","Amazon & Target"
"04-16-2026","Amazon.com*BS16D4JS2 Amzn.com/bill WA        04/16",37.58,"expense","Amazon & Target"
"04-16-2026","PAY*CAMP AISH SLEEPAWA 973-5573392 NJ        04/15",850.00,"expense","Camp"
"04-15-2026","Zelle payment to Mabel  28843806986",215.00,"expense","Charity"
"04-15-2026","Guardian Life ACH Paymnt                 PPD ID: 9555845002",37.25,"expense","Random"
"04-15-2026","THE GUARDIAN     INSUR PREM                 PPD ID: 9555845001",53.22,"expense","Random"
"04-15-2026","Zelle payment to South Dexter Shul 28442199708",50.00,"expense","Charity"
"04-15-2026","NEWDAY AIRMONT NY                            04/14",7.04,"expense","Random"
"04-15-2026","EVERGREEN KO*108563180 845-3524400 NY        04/13",166.20,"expense","Random"
"04-14-2026","CHECK 28115",180.00,"expense","Random"
"04-14-2026","AMAZON MKTPL*B772K7N Amzn.com/bill WA        04/14",63.13,"expense","Amazon & Target"
"04-14-2026","Amazon.com*B71NQ2H71 Amzn.com/bill WA        04/14",16.69,"expense","Amazon & Target"
"04-14-2026","AMAZON MKTPL*B70NM6H Amzn.com/bill WA        04/14",241.64,"expense","Amazon & Target"
"04-14-2026","Prime Video *B78UV7ZP 888-802-3080 WA        04/13",19.99,"expense","Subscriptions"
"04-14-2026","THE ROBE GALLERY MONSEY NY                   04/12",87.41,"expense","Random"
"04-14-2026","NEWDAY 845-414-3000 NY                       04/13",200.86,"expense","Random"
"04-13-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         04/13",202.21,"expense","Random"
"04-13-2026","CHECK 28110",30.00,"expense","Random"
"04-13-2026","Audible*UH3DN98C3 Amzn.com/bill NJ           04/13",14.95,"expense","Random"
"04-13-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        04/13",161.91,"expense","Car"
"04-13-2026","SP BOMBAS SHOP.BOMBAS.C NY                   04/12",40.04,"expense","Random"
"04-13-2026","99 CENT OUTLET SPRING VALLEY NY              04/12",41.32,"expense","Random"
"04-13-2026","TARGET        000180 SPRING VALLEY NY        04/12",121.64,"expense","Amazon & Target"
"04-13-2026","MELALEUCA IDAHO FALLS ID                     04/12",111.29,"expense","Random"
"04-13-2026","TST*SHELIS IN TOWN SQ 845-548-5514 NY        04/11",119.82,"expense","Random"
"04-10-2026","Online Transfer to  SAV ...8440 transaction#: 28375489717",40.00,"expense","Random"
"04-10-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.86,"income","Paychecks"
"04-09-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"04-09-2026","NAKI.AUDIO NAKI.AUDIO NY                     04/09",12.99,"expense","Random"
"04-08-2026","O & R UTILITIES  ORU        81773200001     CCD ID: 2462467001",493.00,"expense","Random"
"04-08-2026","DABBL JUSTDABBL.COM FL                       04/08",19.99,"expense","Random"
"04-08-2026","RT. 59 CITGO SPRING VALLEY NY                04/06",49.44,"expense","Random"
"04-07-2026","Zelle payment to Yehuda 28738641529",40.00,"expense","Charity"
"04-07-2026","EB *BERGEN COUNTY ZOO 8014137200 CA          04/06",49.98,"expense","Random"
"04-07-2026","NEW YORK INTERNATIONAL 718-7465900 NY        04/07",98.00,"expense","Random"
"04-07-2026","EVERGREEN KOSHER MARKET MONSEY NY            04/05",148.92,"expense","Grocery"
"04-07-2026","GOAT CLIMBING GYM HACKENSACK NJ              04/05",34.33,"expense","Random"
"04-06-2026","Zelle payment to Mabel  28730766976",200.00,"expense","Charity"
"04-06-2026","Catch_Air_Paramus Paramus NJ                 04/05",93.26,"expense","Random"
"04-06-2026","Shaarei Arazim   FACTS      000000274158708 WEB ID: 9470751402",1500.00,"expense","Random"
"04-06-2026","Peacock F2B37 Premium 212-6640138 NY         04/04",10.99,"expense","Random"
"04-06-2026","GOOGLE *Google One 855-836-3987 CA           04/05",3.24,"expense","Random"
"04-06-2026","WWW.24SIX.APP WWW.24SIX.APP NY               04/03",9.99,"expense","Random"
"04-03-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"04-02-2026","UNITED REFUAH HS UNITED REF                 PPD ID: 9208701002",199.00,"expense","Random"
"04-02-2026","GOOGLE *CLOUD N9NRHT g.co/helppay# CA        04/01",31.19,"expense","Random"
"04-02-2026","EVERGREEN KOSHER MARKET MONSEY NY            03/31",474.98,"expense","Grocery"
"04-02-2026","EVERGREEN KOSHER MARKET MONSEY NY            03/31",11.70,"expense","Grocery"
"04-02-2026","NEWDAY 845-414-3000 NY                       04/01",272.29,"expense","Random"
"04-01-2026","AMAZON MKTPL*BG4ZU95 Amzn.com/bill WA        04/01",26.08,"expense","Amazon & Target"
"04-01-2026","MICROSOFT*MICROSOFT MICROSOFT.COM WA         04/01",14.08,"expense","Random"
"04-01-2026","TST*SHELIS IN TOWN SQUA Monsey NY            03/31",5.15,"expense","Random"
"04-01-2026","MAIN STREET OPTICAL 845-517-5459 NY          03/31",95.00,"expense","Random"
"04-01-2026","SHULSPACE SHULSPACE.COM NJ                   03/31",49.99,"expense","Random"
"04-01-2026","QGV*Mishpachtainu Inc 347-9464071 NY         03/30",180.00,"expense","Random"
"04-01-2026","SOCK SHOPPE SV SPRING VALLEY NY              03/30",106.74,"expense","Random"
"04-01-2026","NEWDAY 845-414-3000 NY                       03/31",176.43,"expense","Random"
"03-31-2026","DOMESTIC INCOMING WIRE FEE",15.00,"expense","Random"
"03-31-2026","Zelle payment to Matis Bro 28641471210",140.00,"expense","Charity"
"03-31-2026","IC* INSTACART INSTACART.COM CA               03/31",24.21,"expense","Car"
"03-31-2026","Zelle payment to South Dp 28634901973",500.00,"expense","Charity"
"03-31-2026","ALLSTATE INS CO  INS PREM   000000943582764 WEB ID: 1360719665",424.84,"expense","Random"
"03-31-2026","BAIS HASFORIM MONSEY NY                      03/30",14.61,"expense","Random"
"03-31-2026","Amazon.com*BG0OX3CF0 Amzn.com/bill WA        03/31",16.26,"expense","Amazon & Target"
"03-31-2026","MAPLE PHARMACY 845-371-6464 NY               03/30",7.96,"expense","Medical"
"03-31-2026","AMAZON MKTPL*BC7NE96 Amzn.com/bill WA        03/31",49.05,"expense","Amazon & Target"
"03-31-2026","Amazon.com*BG0OX5CV0 Amzn.com/bill WA        03/31",42.70,"expense","Amazon & Target"
"03-31-2026","TST*YOFFEE COFFEE - Spring Valley NY         03/30",42.76,"expense","Takeout"
"03-31-2026","TST*YOFFEE COFFEE - C 845-356-3100 NY        03/31",15.16,"expense","Takeout"
"03-31-2026","AMAZON MKTPL*B53TI4W Amzn.com/bill WA        03/30",31.30,"expense","Amazon & Target"
"03-31-2026","ROCKLAND KOSHER MONSEY NY                    03/29",147.02,"expense","Grocery"
"03-31-2026","POLKADOT MONSEY NY                           03/30",37.61,"expense","Random"
"03-31-2026","CUFF & CO. SPRING VALLEY NY                  03/29",297.46,"expense","Random"
"03-31-2026","SHELL STATION CLOTHING MONSEY NY             03/29",52.19,"expense","Car"
"03-31-2026","FEDWIRE CREDIT VIA: DIME COMMUNITY BANK/021406667 B/O: LYNX PORTFOLIO LLC CHESTNUT RIDGE NY 10977-6221 REF: CHASE NYC/CTR/BNF=SIMCHA M PENTELNIK OR LEAH SPRING VALLEY NY 10977-72 15 US/AC-000000004001 RFB=NOTPROVID ED IMAD: 0331GMQFMP01034878 TRN: 1348871090FF",12500.00,"income","Random"
"03-31-2026","REFUAH HEALTH CENTER SPRING VALLEY NY        03/30",16.88,"income","Medical"
"03-30-2026","Zelle payment to Organizer 28626604870",20.58,"expense","Charity"
"03-30-2026","TST* NUSSY'S CUISINE MONSEY NY               03/29",14.00,"expense","Random"
"03-30-2026","TST*CAFE CHOCOLAT- S Spring Valley NY        03/29",11.81,"expense","Takeout"
"03-30-2026","BAIS HASFORIM MONSEY NY                      03/29",163.05,"expense","Random"
"03-30-2026","JOSEPH DANITTI 732-8605770 MD                03/29",192.05,"expense","Random"
"03-30-2026","TUVIA'S SEFORIM AND JUD SUFFERN NY           03/29",333.06,"expense","Random"
"03-30-2026","ATM WITHDRAWAL                       004986  03/291 E CENTR",200.00,"expense","Random"
"03-30-2026","MAMA BEAR CLEANERS SUFFERN NY                03/29",31.00,"expense","Random"
"03-30-2026","APPLE.COM/BILL 866-712-7753 CA               03/28",18.99,"expense","Random"
"03-30-2026","Peacock 8A86B Premium 212-6640138 NY         03/28",10.99,"expense","Random"
"03-30-2026","HATZLACHA GROCERY SPRING VALLEY NY           03/27",113.78,"expense","Grocery"
"03-30-2026","Amazon.com*BC3DJ7ZI2 Amzn.com/bill WA        03/28",16.26,"expense","Amazon & Target"
"03-30-2026","Amazon.com*B549K75G0 Amzn.com/bill WA        03/28",72.67,"expense","Amazon & Target"
"03-30-2026","SP TOTTINI TOTTINI.COM NJ                    03/27",299.49,"expense","Random"
"03-30-2026","NEWDAY 845-414-3000 NY                       03/27",157.04,"expense","Random"
"03-27-2026","IC* INSTACART INSTACART.COM CA               03/27",85.31,"expense","Car"
"03-27-2026","JIOBIT.COM JIOBIT.COM CA                     03/27",9.74,"expense","Random"
"03-27-2026","PITA LAND 184-53681116 NY                    03/26",8.94,"expense","Random"
"03-27-2026","PITA LAND 184-53681116 NY                    03/26",35.06,"expense","Random"
"03-27-2026","PITA LAND 184-53681116 NY                    03/26",32.73,"expense","Random"
"03-27-2026","LINKS FAMILY INC 718-305-6080 NY             03/26",180.00,"expense","Random"
"03-27-2026","AMAZON MKTPL*BG2V08Y Amzn.com/bill WA        03/27",21.66,"expense","Amazon & Target"
"03-27-2026","KHAL UNGVAR 845-376-2465 NY                  03/26",18.00,"expense","Random"
"03-27-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        03/26",5.00,"expense","Charity"
"03-27-2026","KOLLEL LMETZYONIM 718-384-1830 NY            03/26",18.00,"expense","Random"
"03-27-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        03/26",5.00,"expense","Charity"
"03-27-2026","RITA'S # 1417 AIRMONT NY                     03/25",31.92,"expense","Random"
"03-27-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.85,"income","Paychecks"
"03-26-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"03-26-2026","CHECK 28107",30.00,"expense","Random"
"03-26-2026","Zelle payment to Yitty Falk 28575508758",15.99,"expense","Charity"
"03-26-2026","VISIBLE 866-331-3527 CO                      03/26",25.00,"expense","Random"
"03-26-2026","Blink amzn.com/bill WA                       03/25",4.32,"expense","Random"
"03-26-2026","Amazon Tips*B575K6Z0 Amzn.com/bill WA        03/25",5.00,"expense","Amazon & Target"
"03-25-2026","Zelle payment to South Dp 28570228822",500.00,"expense","Charity"
"03-25-2026","Spring Valley    FACTS      000000273138336 WEB ID: 9470751402",3780.00,"expense","Random"
"03-25-2026","TST*SMASH HOUSE - MONSE Pomona NY            03/24",6.50,"expense","Random"
"03-25-2026","ROCKLAND PAINT SUPPLY POMONA NY              03/24",50.91,"expense","Random"
"03-25-2026","Amazon.com*B52Z99F40 Amzn.com/bill WA        03/25",12.32,"expense","Amazon & Target"
"03-25-2026","Amazon.com*BD9GC0YB0 Amzn.com/bill WA        03/24",46.90,"expense","Amazon & Target"
"03-25-2026","YESHIVA ZICHREN YEHUD 347-452-9570 NY        03/24",10.00,"expense","Random"
"03-24-2026","Zelle payment to Mabel  28556209740",200.00,"expense","Charity"
"03-24-2026","Zelle payment to Rachelli rubin Haircuts 28556074589",30.00,"expense","Charity"
"03-24-2026","VISIBLE 866-331-3527 CO                      03/24",25.00,"expense","Random"
"03-24-2026","www.fiverr.com New York NY                   03/23",45.70,"expense","Random"
"03-24-2026","NEW YORK STATE DMV 518-4740904 NY            03/23",135.50,"expense","Random"
"03-24-2026","AMAZON MKTPL*BD6FD97 Amzn.com/bill WA        03/23",20.58,"expense","Amazon & Target"
"03-24-2026","SOCK SHOPPE SV SPRING VALLEY NY              03/22",227.43,"expense","Random"
"03-24-2026","EVERGREEN KOSHER - ONL 845-3524400 NY        03/22",311.02,"expense","Grocery"
"03-23-2026","CHECK 28097",50.00,"expense","Random"
"03-23-2026","AMAZON MKTPL*BD65Y37 Amzn.com/bill WA        03/23",29.24,"expense","Amazon & Target"
"03-23-2026","TST*CAFE CHOCOLAT- S Spring Valley NY        03/22",11.81,"expense","Takeout"
"03-23-2026","SP MYOHMY KIDS BOUTIQ 184-54050400 NY        03/22",583.97,"expense","Random"
"03-23-2026","Zelle payment to Nina Hazan DEAL 28530761023",127.00,"expense","Charity"
"03-23-2026","Spotify USA 877-7781161 NY                   03/22",21.99,"expense","Random"
"03-23-2026","WWW.24SIX.APP WWW.24SIX.APP NY               03/22",14.99,"expense","Random"
"03-23-2026","AHZ MINI MART SPRING VALLEY NY               03/22",2.50,"expense","Random"
"03-23-2026","Zelle payment to Organizer 28527091866",1420.87,"expense","Charity"
"03-23-2026","VEOLIA WATER NEW WATER BILL                 PPD ID: 7973470200",100.58,"expense","Utilities"
"03-23-2026","KUPATH EZRAH OF ROCKL 845-426-6504 NY        03/21",30.00,"expense","Random"
"03-23-2026","SATMAR MEAT MONSEY NY                        03/20",18.97,"expense","Random"
"03-23-2026","EVERGREEN KOSHER MARKET MONSEY NY            03/20",129.24,"expense","Grocery"
"03-23-2026","CUFF & CO. SPRING VALLEY NY                  03/20",102.29,"expense","Random"
"03-23-2026","NEWDAY 845-414-3000 NY                       03/21",128.87,"expense","Random"
"03-23-2026","EVERGREEN UPTOWN POMONA NY                   03/19",5.45,"expense","Random"
"03-23-2026","GOOGLE *Google One 855-836-3987 CA           03/20",3.24,"expense","Random"
"03-20-2026","AMAZON MKTPL*BD4OX01 Amzn.com/bill WA        03/20",32.50,"expense","Amazon & Target"
"03-20-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         03/20",149.00,"expense","Random"
"03-20-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"03-20-2026","BKAMERICA        IC PAYMENT                 PPD ID: 1409936115",1067.49,"expense","Random"
"03-20-2026","TOIREM.ORG CHARITY 845-2864736 NY            03/19",100.00,"expense","Charity"
"03-20-2026","TOIREM.ORG CHARITY 845-2864736 NY            03/19",100.00,"expense","Charity"
"03-20-2026","SP LIL LEGGS BABY LILLEGSBABY.C NJ           03/20",57.00,"expense","Random"
"03-20-2026","TST*SMASH HOUSE - MONSE Pomona NY            03/19",16.26,"expense","Random"
"03-20-2026","TST* PRIMAVERA CAFE AND AIRMONT NY           03/20",199.67,"expense","Takeout"
"03-20-2026","NEWDAY AIRMONT NY                            03/19",95.74,"expense","Random"
"03-20-2026","NEWDAY 845-414-3000 NY                       03/19",146.35,"expense","Random"
"03-20-2026","Amazon.com Amzn.com/bill WA                  03/20",584.90,"income","Amazon & Target"
"03-19-2026","Zelle payment to Organizer 28498055802",1930.00,"expense","Charity"
"03-19-2026","Zelle payment to JOEL HUTMAN 28498072017",10.00,"expense","Charity"
"03-19-2026","Zelle payment to Rivky Scheinberg Wigs 28498042632",60.00,"expense","Charity"
"03-19-2026","LUKOIL 57332 MONTVALE NJ                     03/18",54.06,"expense","Random"
"03-19-2026","TOIREM.ORG CHARITY 845-2864736 NY            03/18",5.00,"expense","Charity"
"03-19-2026","TOIREM.ORG CHARITY 845-2864736 NY            03/18",5.00,"expense","Charity"
"03-19-2026","TOIREM.ORG CHARITY 845-286-4736 NY           03/18",5.00,"expense","Charity"
"03-19-2026","KOLLEL CHIBAS YERUSHI 845-352-5777 NJ        03/18",5.00,"expense","Random"
"03-18-2026","Zelle payment to Mabel  28475846362",200.00,"expense","Charity"
"03-18-2026","AMAZON MKTPL*BD0YV8X Amzn.com/bill WA        03/18",17.33,"expense","Amazon & Target"
"03-18-2026","AMAZON MKTPL*BD1NW8G Amzn.com/bill WA        03/18",17.55,"expense","Amazon & Target"
"03-18-2026","TST*SMASH HOUSE - MONSE Pomona NY            03/17",20.59,"expense","Random"
"03-18-2026","TST*SMASH HOUSE - MONSE Pomona NY            03/17",2.17,"expense","Random"
"03-18-2026","TST*SMASH HOUSE - MONSE Pomona NY            03/17",18.42,"expense","Random"
"03-18-2026","PRIMO BRANDS/WATERSER 800-274-5282 CA        03/18",44.40,"expense","Utilities"
"03-18-2026","AMAZON MKTPL*B55QR9V Amzn.com/bill WA        03/18",24.32,"expense","Amazon & Target"
"03-17-2026","CHECK 28111",30.00,"expense","Random"
"03-17-2026","Zelle payment to South Dexter Shul 28465214932",14.00,"expense","Charity"
"03-17-2026","OPTIMUM 7873     CABLE PMNT                 PPD ID: 9078730001",157.03,"expense","Utilities"
"03-17-2026","AMAZON PRIME*BP2OK69 amzn.com/bill WA        03/17",2.99,"expense","Amazon & Target"
"03-17-2026","TOIREM.ORG CHARITY 845-2864736 NY            03/16",100.00,"expense","Charity"
"03-17-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        03/16",18.80,"expense","Car"
"03-17-2026","FSP*THE RIGHT CONTACT 718-624-6911 NY        03/16",74.00,"expense","Random"
"03-17-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        03/16",107.30,"expense","Car"
"03-17-2026","EVERGREEN UPTOWN POMONA NY                   03/15",2.98,"expense","Random"
"03-17-2026","REMOTE ONLINE DEPOSIT #          1",303.30,"income","Random"
"03-16-2026","CHECK 28108",30.00,"expense","Random"
"03-16-2026","CHECK 28104",180.00,"expense","Random"
"03-16-2026","TST*PIES N FRIES - POMO Pomona NY            03/15",2.17,"expense","Random"
"03-16-2026","TST*PIES N FRIES - POMO Pomona NY            03/15",26.99,"expense","Random"
"03-16-2026","TST*PIES N FRIES - POMO Pomona NY            03/15",62.30,"expense","Random"
"03-16-2026","MAIN STREET OPTICAL POMONA NY                03/15",610.00,"expense","Random"
"03-16-2026","AMAZON MKTPL*B50K823 Amzn.com/bill WA        03/16",345.71,"expense","Amazon & Target"
"03-16-2026","AMAZON MKTPL*BD6TT1L Amzn.com/bill WA        03/15",24.00,"expense","Amazon & Target"
"03-16-2026","Zelle payment to South Dp 28443806361",500.00,"expense","Charity"
"03-16-2026","BIALE BNEI BRAK INSTI 516-231-0379 CA        03/15",150.00,"expense","Random"
"03-16-2026","Zelle payment to South Dexter Shul 28083590650",50.00,"expense","Charity"
"03-16-2026","Guardian Life ACH Paymnt                 PPD ID: 9555845002",37.25,"expense","Random"
"03-16-2026","THE GUARDIAN     INSUR PREM                 PPD ID: 9555845001",53.22,"expense","Random"
"03-16-2026","HATZLACHA GROCERY SPRING VALLEY NY           03/13",318.42,"expense","Grocery"
"03-16-2026","Audible*IK81A3QT3 Amzn.com/bill NJ           03/13",14.95,"expense","Random"
"03-16-2026","EVERGREEN UPTOWN POMONA NY                   03/12",123.84,"expense","Random"
"03-16-2026","NEWDAY 845-414-3000 NY                       03/14",173.38,"expense","Random"
"03-13-2026","TARGET.COM BROOKLYN PARK MN                  03/13",35.00,"expense","Amazon & Target"
"03-13-2026","TARGET.COM BROOKLYN PARK MN                  03/13",43.97,"expense","Amazon & Target"
"03-13-2026","CPP*CAMP CHEVRA OF RO 845-300-2510 NY        03/12",515.00,"expense","Camp"
"03-13-2026","AMAZON MKTPL*BP3MI1A Amzn.com/bill WA        03/13",6.49,"expense","Amazon & Target"
"03-13-2026","YESHIVA SHAAREI ARAZI 845-426-6401 NY        03/12",400.00,"expense","Random"
"03-13-2026","EVERGREEN KOSHER - ONL 845-3524400 NY        03/11",138.52,"expense","Grocery"
"03-13-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.85,"income","Paychecks"
"03-13-2026","TARGET.COM BROOKLYN PARK MN                  03/13",15.70,"income","Amazon & Target"
"03-12-2026","CHECK 28109",50.00,"expense","Random"
"03-12-2026","Zelle payment to Rivky Scheinberg Wigs 28406110731",120.00,"expense","Charity"
"03-12-2026","CHECK 28105",30.00,"expense","Random"
"03-12-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"03-12-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         03/12",49.05,"expense","Random"
"03-12-2026","IC* INSTACART INSTACART.COM CA               03/12",94.56,"expense","Car"
"03-12-2026","IC* INSTACART*SUBSCR INSTACART.COM CA        03/12",107.29,"expense","Car"
"03-12-2026","KEREN HATZEDAKA LAKEWOOD NJ                  03/11",18.00,"expense","Random"
"03-12-2026","SAR SHALOM 917-330-2440 NY                   03/11",72.00,"expense","Random"
"03-12-2026","EVERGREEN UPTOWN POMONA NY                   03/10",9.63,"expense","Random"
"03-12-2026","Melaleuca Renewal 208-5343000 ID             03/11",20.59,"expense","Random"
"03-12-2026","NEWDAY 845-414-3000 NY                       03/11",151.87,"expense","Random"
"03-11-2026","CHECK 28101",50.00,"expense","Random"
"03-11-2026","Zelle payment to Yitzy Weinstein 28388863540",25.00,"expense","Charity"
"03-11-2026","AMAZON MKTPL*BP4CX1O Amzn.com/bill WA        03/11",109.83,"expense","Amazon & Target"
"03-11-2026","AMAZON MKTPL*BD8MR5A Amzn.com/bill WA        03/11",20.58,"expense","Amazon & Target"
"03-11-2026","Amazon.com*BP84G6PS1 Amzn.com/bill WA        03/10",1949.67,"expense","Amazon & Target"
"03-11-2026","SP WE THE KIDS BRAND FORT LAUDERDA FL        03/10",135.50,"income","Random"
"03-10-2026","Zelle payment to Mabel  28383755965",200.00,"expense","Charity"
"03-10-2026","Online Transfer to  SAV ...8440 transaction#: 28018112296",40.00,"expense","Random"
"03-10-2026","Amazon.com*BE5W66IF0 Amzn.com/bill WA        03/10",20.85,"expense","Amazon & Target"
"03-10-2026","AMAZON MKTPL*BE4EQ39 Amzn.com/bill WA        03/10",69.29,"expense","Amazon & Target"
"03-10-2026","MIVTZAR HAKOLELIM FUN 845-783-9060 NY        03/09",18.00,"expense","Random"
"03-09-2026","AMAZON MKTPL*BE9CZ72 Amzn.com/bill WA        03/09",47.67,"expense","Amazon & Target"
"03-09-2026","NAKI.AUDIO NAKI.AUDIO NY                     03/09",12.99,"expense","Random"
"03-09-2026","AMAZON MKTPL*BD8896C Amzn.com/bill WA        03/09",346.77,"expense","Amazon & Target"
"03-09-2026","Melaleuca Order 208-5343000 ID               03/08",128.70,"expense","Random"
"03-09-2026","AVIR YAKOV - DONATION 845-362-6600 NY        03/08",100.00,"expense","Charity"
"03-09-2026","CHECK 28103",40.00,"expense","Random"
"03-09-2026","SP 24SIXPLAYER SHOP.24SIX.AP NY              03/08",325.11,"expense","Random"
"03-09-2026","DABBL JUSTDABBL.COM FL                       03/08",19.99,"expense","Random"
"03-09-2026","O & R UTILITIES  ORU        81773200001     CCD ID: 2462467001",493.00,"expense","Random"
"03-09-2026","NEWDAY 845-414-3000 NY                       03/07",11.05,"expense","Random"
"03-09-2026","NEWDAY 845-414-3000 NY                       03/07",106.59,"expense","Random"
"03-09-2026","CK *MOSDOS MICHELSHTA 845-652-3493 NY        03/06",120.00,"expense","Random"
"03-09-2026","PAYPAL *EBAY US 402-935-7733 CA              03/06",615.90,"expense","Random"
"03-06-2026","TARGET.COM BROOKLYN PARK MN                  03/06",9.62,"expense","Amazon & Target"
"03-06-2026","TARGET.COM BROOKLYN PARK MN                  03/06",15.70,"expense","Amazon & Target"
"03-06-2026","TARGET T-1808 SPRING VALLEY NY               03/06",20.91,"expense","Amazon & Target"
"03-06-2026","Zelle payment to Rivka Sis JPM99c862t01",100.00,"expense","Charity"
"03-06-2026","CVS/PHARMACY #10854 MONSEY NY                03/06",12.86,"expense","Medical"
"03-06-2026","AHZ MINI MART SPRING VALLEY NY               03/06",43.73,"expense","Random"
"03-06-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"03-06-2026","PAY*CAMP AISH SLEEPAWA 973-5573392 NJ        03/05",850.00,"expense","Camp"
"03-06-2026","NEW CITY FLORIST 800-6434199 NY              03/05",144.12,"expense","Random"
"03-06-2026","TOIREM.ORG CHARITY 845-286-4736 NY           03/05",36.00,"expense","Charity"
"03-06-2026","GOOGLE *Google One 855-836-3987 CA           03/05",3.24,"expense","Random"
"03-05-2026","CHECK 28099",50.00,"expense","Random"
"03-05-2026","CHECK 28100",100.00,"expense","Random"
"03-05-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         03/05",39.30,"expense","Random"
"03-05-2026","Shaarei Arazim   FACTS      000000270878235 WEB ID: 9470751402",1500.00,"expense","Random"
"03-05-2026","AMAZON MKTPL*BP82O9P Amzn.com/bill WA        03/05",24.97,"expense","Amazon & Target"
"03-05-2026","AMAZON MKTPL*BE16U4L Amzn.com/bill WA        03/05",58.50,"expense","Amazon & Target"
"03-04-2026","CHECK 28096",25.00,"expense","Random"
"03-04-2026","Peacock F648E Premium 212-6640138 NY         03/04",10.99,"expense","Random"
"03-04-2026","KESHER NAFSHI 732-737-7510 NY                03/03",18.00,"expense","Random"
